3380000 solutions explored,,,,
Time elapsed was 26319420471302ns or ,,26319420471302,,26319.420471302
Time elapsed was 26319417789222ns or ,,26319417789222,,26319.417789222
Time elapsed was 26319421818915ns or ,,26319421818915,,26319.421818915
,,,,
,,,,
,,26319420026479.7,,26319.4200264797
